t,   y,   u
142978.000000,   1.455719,   -0.023193,   0.021418
143203.000000,   1.402924,   -0.023193,   0.019193
143430.000000,   1.389115,   -0.012207,   0.017072
144112.000000,   1.337845,   -0.023193,   0.014054
144838.000000,   1.300919,   -0.023193,   0.012644
145126.000000,   1.265137,   -0.023193,   0.011829
145570.000000,   1.254685,   -0.026855,   0.010920
145862.000000,   1.219818,   -0.012207,   0.010233
145952.000000,   1.236450,   -0.030518,   0.009614
146332.000000,   1.197464,   -0.019531,   0.009098
146672.000000,   1.198990,   -0.019531,   0.008921
146872.000000,   1.193420,   -0.026855,   0.008564
147316.000000,   1.132004,   -0.026855,   0.007749
147998.000000,   1.123993,   -0.023193,   0.007392
148071.000000,   1.127045,   -0.023193,   0.007270
148397.000000,   1.129944,   -0.023193,   0.006989
148751.000000,   1.091644,   -0.015869,   0.006406
149132.000000,   1.071579,   -0.023193,   0.006144
149771.000000,   1.082871,   -0.026855,   0.005881
150153.000000,   1.045715,   34.893799,   0.009070
150516.000000,   1.075394,   34.890137,   0.028940
150792.000000,   1.079971,   34.886475,   0.039130
151267.000000,   1.112473,   34.877930,   0.054188
151653.000000,   1.133377,   34.901123,   0.060850
152366.000000,   1.154434,   34.893799,   0.064564
152451.000000,   1.202423,   34.886475,   0.067811
153098.000000,   1.245835,   34.874268,   0.070194
153170.000000,   1.226151,   34.877930,   0.070765
153372.000000,   1.277039,   34.893799,   0.072632
153586.000000,   1.274750,   34.893799,   0.073130
153854.000000,   1.313355,   34.890137,   0.074464
154223.000000,   1.335556,   34.890137,   0.075956
154564.000000,   1.361191,   34.897461,   0.076902
154654.000000,   1.400635,   34.886475,   0.078083
155032.000000,   1.440003,   34.893799,   0.080167
155504.000000,   1.472351,   34.886475,   0.081827
155732.000000,   1.477158,   34.901123,   0.083686
156412.000000,   1.525147,   34.877930,   0.082371
156852.000000,   1.543534,   34.886475,   0.082307
157190.000000,   1.540100,   34.897461,   0.082334
157393.000000,   1.573212,   34.886475,   0.082569
157872.000000,   1.579544,   34.886475,   0.083637
158297.000000,   1.597702,   34.893799,   0.083497
158491.000000,   1.620819,   34.890137,   0.083704
158651.000000,   1.641876,   34.897461,   0.083790
159293.000000,   1.639816,   34.886475,   0.083686
159370.000000,   1.660797,   34.893799,   0.083686
159698.000000,   1.676743,   34.877930,   0.083790
160016.000000,   1.703293,   34.893799,   0.084098
160432.000000,   1.690323,   34.897461,   0.085486
161112.000000,   1.710922,   34.893799,   0.087485
161802.000000,   1.733887,   34.897461,   0.088291
162092.000000,   1.748078,   34.890137,   0.087662
162538.000000,   1.754562,   34.890137,   0.087476
162862.000000,   1.749222,   34.886475,   0.087327
163272.000000,   1.784241,   34.901123,   0.087400
163373.000000,   1.806595,   34.890137,   0.087409
163711.000000,   1.818497,   34.897461,   0.087137
164388.000000,   1.806977,   34.882812,   0.087702
164793.000000,   1.807968,   34.890137,   0.087870
165025.000000,   1.825134,   34.890137,   0.088611
165174.000000,   1.821167,   34.877930,   0.088367
165513.000000,   1.836807,   34.893799,   0.087757
165850.000000,   1.861679,   34.882812,   0.087363
166189.000000,   1.847183,   34.890137,   0.087296
166392.000000,   1.864044,   34.893799,   0.087205
166630.000000,   1.855042,   34.886475,   0.087522
167301.000000,   1.892120,   34.886475,   0.089792
167692.000000,   1.887314,   34.890137,   0.090488
167960.000000,   1.890213,   34.890137,   0.091520
168072.000000,   1.886017,   34.890137,   0.094623
168698.000000,   1.917755,   34.890137,   0.096274
168752.000000,   1.900970,   34.893799,   0.093882
169399.000000,   1.927521,   34.890137,   0.093931
169472.000000,   1.912033,   34.893799,   0.094306
169798.000000,   1.921189,   34.893799,   0.095103
170115.000000,   1.936142,   34.893799,   0.096387
170533.000000,   1.955292,   34.890137,   0.094202
171212.000000,   1.937439,   34.890137,   0.094550
171592.000000,   1.962311,   34.897461,   0.094776
171918.000000,   1.971695,   34.893799,   0.093922
172313.000000,   1.956970,   34.886475,   0.094727
172652.000000,   1.962540,   34.890137,   0.095432
172990.000000,   2.000076,   34.886475,   0.095487
173193.000000,   1.998322,   34.897461,   0.096116
173641.000000,   1.997559,   34.886475,   0.097016
173966.000000,   2.004273,   34.897461,   0.097626
174413.000000,   1.997330,   34.893799,   0.096903
175116.000000,   2.015717,   34.904785,   0.095890
175360.000000,   2.005570,   34.893799,   0.095994
175836.000000,   2.011521,   34.890137,   0.096125
176242.000000,   2.047302,   34.886475,   0.096332
176585.000000,   2.062027,   34.893799,   0.096482
176933.000000,   2.045013,   34.890137,   0.097101
177292.000000,   2.054398,   34.886475,   0.097120
177642.000000,   2.057068,   34.890137,   0.096989
177956.000000,   2.049973,   34.886475,   0.096726
178330.000000,   2.076981,   34.893799,   0.097654
178696.000000,   2.070801,   34.886475,   0.098060
178752.000000,   2.087891,   34.886475,   0.097785
179151.000000,   2.061035,   34.890137,   0.097523
179833.000000,   2.078278,   -0.019531,   0.096125
180214.000000,   2.078507,   -0.026855,   0.078141
180556.000000,   2.080414,   -0.026855,   0.063468
181231.000000,   2.057449,   -0.019531,   0.054725
181512.000000,   2.049362,   -0.012207,   0.048530
181960.000000,   1.998093,   -0.026855,   0.037751
182373.000000,   1.961014,   -0.019531,   0.032957
182771.000000,   1.956436,   -0.026855,   0.032020
183042.000000,   1.916992,   -0.015869,   0.029224
183452.000000,   1.849472,   -0.026855,   0.024268
184162.000000,   1.806442,   -0.030518,   0.020377
